Date,ED1,ED2,ED3,ED4,ED5,ED6,ED7,ED8,ED9,ED10,ED11,ED12,ED13,ED14,ED15,ED16,ED17,ED18,ED19,ED20
6/20/2006,5.598924801,5.615396937,5.586829549,5.542457524,5.506406974,5.495742594,5.485018488,5.498116662,5.516986544,5.547789264,5.553307475,5.581243916,5.596519406,5.630890997,5.638047946,5.668180574,5.694609719,5.726386504,5.72293652,5.733267898
6/21/2006,5.604456889,5.620280124,5.591346181,5.547093877,5.506350636,5.495580629,5.485022202,5.498305805,5.517348458,5.547717157,5.558038055,5.586364099,5.606153989,5.638281149,5.629120025,5.663824487,5.676699559,5.716739078,5.735263441,5.742048726
6/22/2006,5.64,5.669936217,5.655730687,5.611683619,5.566443503,5.545868047,5.534717793,5.553239614,5.572877268,5.602231853,5.623154469,5.642005952,5.66768331,5.677795741,5.701934642,5.712355284,5.74306123,5.775678543,5.79023218,5.773992914
6/23/2006,5.665648145,5.695,5.675444718,5.626106344,5.585961165,5.565656409,5.555133929,5.563595508,5.592430475,5.622786316,5.64317853,5.662675051,5.686339058,5.717216237,5.728188734,5.750799774,5.775412788,5.80575189,5.818992675,5.829668553
6/26/2006,5.677879247,5.699637432,5.669068061,5.624497999,5.585,5.565161173,5.555038004,5.564334905,5.593282072,5.633217377,5.654046867,5.668800106,5.687632477,5.717601362,5.733319787,5.756208381,5.790289576,5.821762946,5.834695207,5.831423832
6/27/2006,5.663598213,5.679151835,5.643643542,5.604080125,5.564653369,5.545,5.539974633,5.549633207,5.573849365,5.608986993,5.619389069,5.642707434,5.681769847,5.714132895,5.709774829,5.731434471,5.761223642,5.792012864,5.804177419,5.815800454
6/28/2006,5.674805519,5.704959225,5.683491732,5.643520853,5.604417647,5.589862984,5.58,5.59476664,5.619268909,5.654166715,5.669228397,5.693729087,5.713305384,5.743288063,5.742760116,5.713263264,5.777390881,5.812837985,5.836560035,5.85472537
6/29/2006,5.608501769,5.619046972,5.587701446,5.542983497,5.50954917,5.509982068,5.505019197,5.52,5.549600941,5.58443809,5.599579986,5.618782032,5.652829855,5.688381022,5.703764218,5.727463146,5.756812943,5.787542719,5.799427362,5.807539135
6/30/2006,5.585095931,5.593091598,5.551915517,5.507566073,5.468669223,5.449603434,5.445107687,5.460260703,5.49,5.524687947,5.544644336,5.564121999,5.598207496,5.633868152,5.643966464,5.672480964,5.698274779,5.713880195,5.723734185,5.74145851
7/3/2006,5.608366624,5.622755321,5.579665303,5.525304739,5.482699727,5.463930351,5.455373304,5.476052805,5.501093892,5.535537511,5.550194274,5.575,5.599644635,5.634439905,5.649438466,5.673889505,5.698247996,5.733302755,5.744610845,5.761366957
7/5/2006,5.674336808,5.703248522,5.664128043,5.614175059,5.566115953,5.544325089,5.545125629,5.551145784,5.582123374,5.616062418,5.63039783,5.650719017,5.690423438,5.72,5.739790143,5.759549591,5.783896559,5.818906107,5.829708153,5.847248703
7/6/2006,5.661162736,5.683792862,5.64823348,5.58678445,5.530966675,5.513774922,5.504955065,5.516505004,5.542028192,5.57129119,5.59103649,5.615588647,5.635863103,5.680242528,5.68,5.704685638,5.73402204,5.783931147,5.790200685,5.806818068
7/7/2006,5.624634927,5.63769779,5.597010399,5.530259833,5.470365202,5.453687698,5.444973829,5.456651332,5.482623841,5.516790173,5.536067858,5.561350504,5.590774423,5.610533454,5.645496527,5.68,5.674762497,5.724097204,5.735088044,5.752470203
7/10/2006,5.631779956,5.645457128,5.594265192,5.528171991,5.468663429,5.447762931,5.440735362,5.457167887,5.478264255,5.513258849,5.53638778,5.557883103,5.60836329,5.640604164,5.640179277,5.666662241,5.720829668,5.73506794,5.745,5.75493206
7/11/2006,5.615156791,5.621189805,5.57258314,5.496230992,5.439321242,5.422299375,5.410377779,5.427542691,5.448317526,5.477675112,5.497185473,5.522077,5.547571194,5.581645703,5.595711585,5.616264736,5.645773015,5.660242889,5.675242811,5.71
7/12/2006,5.613893909,5.622727924,5.583548548,5.510053776,5.447777803,5.427036154,5.414769563,5.427882859,5.454238761,5.482187139,5.497784298,5.527000966,5.548600742,5.591334673,5.597023638,5.652706878,5.675352723,5.680185222,5.690326847,5.710280656
7/13/2006,5.575634159,5.574023994,5.521308959,5.45114753,5.397950232,5.377351934,5.370190406,5.383100614,5.409288843,5.438537129,5.463118085,5.487198086,5.514376679,5.563085181,5.575128035,5.587088264,5.632390796,5.660757022,5.670159443,5.675171089
7/14/2006,5.549065659,5.546022007,5.500611623,5.424343078,5.374180944,5.363721382,5.360486584,5.373065687,5.400407694,5.433578501,5.453125186,5.484093518,5.519146858,5.559126968,5.591663755,5.600857679,5.627936736,5.671368583,5.67497797,5.702270435
7/17/2006,5.557105482,5.555227445,5.508967158,5.43882449,5.392547981,5.378805925,5.381438859,5.392803095,5.416069147,5.450024238,5.474687003,5.503823388,5.530035753,5.569629611,5.598694896,5.620627368,5.627999801,5.673011093,5.685416871,5.708286989
7/18/2006,5.614658632,5.628266464,5.59039106,5.522052918,5.472808341,5.464061873,5.467547267,5.482492622,5.501222311,5.534239682,5.548105773,5.575198497,5.603628197,5.630292125,5.661578259,5.667914145,5.70922268,5.731257008,5.740989913,5.762677324
7/19/2006,5.577569884,5.555778742,5.483180667,5.404415129,5.352560803,5.342888824,5.342916412,5.364217539,5.386553361,5.420661231,5.445388451,5.474145006,5.509487173,5.564470096,5.557175316,5.566624708,5.629605177,5.635407648,5.652282909,5.670921379
7/20/2006,5.535048298,5.501949901,5.420132177,5.338687213,5.285886762,5.273667195,5.277584003,5.294123922,5.315841616,5.346669397,5.375052517,5.400341262,5.446155178,5.499402325,5.515277585,5.55905916,5.572674498,5.603718937,5.627207862,5.647198998
7/21/2006,5.535751391,5.525204028,5.461368271,5.376634263,5.317982529,5.296998903,5.29588903,5.310799441,5.342837017,5.369361742,5.391493608,5.425793412,5.458319016,5.499328765,5.513713304,5.544146913,5.569682709,5.603385236,5.615850096,5.627142879
7/24/2006,5.548333096,5.522837829,5.447733347,5.362687338,5.30231454,5.28833833,5.292928244,5.311069366,5.337728513,5.367419971,5.398045296,5.42393146,5.449566502,5.497544923,5.519462182,5.54437064,5.571009198,5.604019572,5.616387901,5.634285218
7/25/2006,5.559064796,5.542958166,5.478166455,5.391441325,5.331946292,5.318696782,5.321434368,5.337039686,5.36884546,5.396950104,5.421001611,5.447062587,5.485627781,5.508871476,5.513844951,5.563698638,5.571934155,5.626603952,5.635586787,5.671518924
7/26/2006,5.527769865,5.49619696,5.420514664,5.337772686,5.280651473,5.262602137,5.268371854,5.286573177,5.313266067,5.343531734,5.372087514,5.405629002,5.440019299,5.465011155,5.521434089,5.54616764,5.564404339,5.622555703,5.628569245,5.62713653
7/27/2006,5.525121627,5.496277691,5.417876404,5.331055242,5.27694299,5.263140676,5.268096552,5.288040363,5.319875123,5.345717335,5.368240895,5.404546308,5.438930704,5.47277236,5.501401995,5.533197908,5.573093162,5.597173741,5.601708021,5.642842523
7/28/2006,5.471628669,5.424308635,5.332386843,5.238642627,5.190193787,5.183740328,5.189539135,5.213700875,5.246132452,5.277798336,5.303994488,5.339751121,5.374659627,5.40699532,5.440884776,5.480989663,5.501798173,5.534902615,5.547810799,5.58719874
7/31/2006,5.479594871,5.413277514,5.303168729,5.206039838,5.157445864,5.150217252,5.159157358,5.178827676,5.212859206,5.242395186,5.274740225,5.321532065,5.3590717,5.395341047,5.425503802,5.475892044,5.497496309,5.543302827,5.527808721,5.604516529
8/1/2006,5.48915688,5.422327278,5.311153269,5.204068824,5.144515576,5.132349557,5.142753695,5.168532828,5.198058405,5.237369393,5.272769585,5.312142858,5.355336905,5.401717622,5.435055261,5.468034934,5.500489667,5.536976703,5.553934376,5.586075605
8/2/2006,5.492036793,5.431291157,5.324200259,5.21020322,5.149087127,5.136396564,5.138670978,5.158419644,5.186216859,5.213064472,5.243635903,5.289681139,5.325539364,5.386223305,5.436052391,5.434341196,5.493486699,5.521818003,5.54480838,5.547707315
8/3/2006,5.519860945,5.46175215,5.36284927,5.253803137,5.184349969,5.163797165,5.162130574,5.176122015,5.20242419,5.235947151,5.26819892,5.308072156,5.339369067,5.361239599,5.405392469,5.468372571,5.490921902,5.508722375,5.527584057,5.594586553
8/4/2006,5.448186406,5.379072917,5.267163166,5.16152828,5.101551167,5.086425891,5.085504265,5.096884253,5.131195425,5.163055834,5.187582397,5.228601718,5.272686571,5.315053107,5.351115386,5.391431254,5.410124244,5.44725901,5.457972486,5.496872603
8/7/2006,5.469137375,5.412522449,5.301598989,5.192733111,5.136376158,5.118401084,5.11769805,5.13123436,5.161864513,5.194020134,5.218061218,5.2630826,5.304090444,5.336468071,5.364119663,5.400998585,5.449090124,5.477151426,5.496152047,5.526575999
8/8/2006,5.448354898,5.384719492,5.259776669,5.141346012,5.080249096,5.063301368,5.063962409,5.08646637,5.122483199,5.157547448,5.19157539,5.238861045,5.279567154,5.324756855,5.37753593,5.407923813,5.440238821,5.477699869,5.490753719,5.556215866
8/9/2006,5.448605613,5.39611798,5.284485241,5.171627185,5.106646523,5.090880086,5.090701198,5.103375183,5.137647006,5.173272726,5.205348153,5.247720601,5.294808893,5.342233332,5.37618054,5.421100603,5.462340093,5.46929543,5.494231581,5.513903264
8/10/2006,5.460257073,5.411281001,5.295061405,5.181937912,5.125087342,5.10799052,5.108527001,5.119462267,5.148493763,5.191594646,5.211514413,5.258369766,5.302258127,5.332154082,5.391995301,5.410951962,5.437545621,5.480785904,5.512452776,5.497809048
8/11/2006,5.483297775,5.448597909,5.344967769,5.23713998,5.177029917,5.157580713,5.158146386,5.172411428,5.201659078,5.228765053,5.256633701,5.292750609,5.328759396,5.366508594,5.392826372,5.427374578,5.469097461,5.510557182,5.525059943,5.565624497
8/14/2006,5.529477905,5.496277186,5.393354076,5.291847701,5.239487866,5.220271401,5.216114984,5.223442879,5.24335608,5.27393254,5.292353493,5.325005761,5.364547577,5.396412317,5.436540693,5.466251482,5.503584032,5.540721136,5.55611325,5.596442329
8/15/2006,5.487484759,5.435865806,5.321213699,5.210094584,5.150628615,5.129941518,5.125831891,5.135806472,5.160335933,5.184328547,5.212711067,5.252864822,5.28491897,5.340598579,5.373189517,5.379428833,5.425809486,5.460399003,5.476800998,5.515427996
8/16/2006,5.452639827,5.371117053,5.23467413,5.112958129,5.046872587,5.02398959,5.023640987,5.036672133,5.059657754,5.089199211,5.126307087,5.170297334,5.207414903,5.238629715,5.287584346,5.349710784,5.376807497,5.397736725,5.432312975,5.420598328
8/17/2006,5.466573202,5.399901931,5.269772119,5.14247625,5.059878391,5.022162678,5.014974056,5.029172693,5.05572088,5.083167977,5.109860481,5.156360171,5.192120112,5.226543198,5.26013762,5.302715814,5.358023505,5.377873859,5.400839384,5.436941863
8/18/2006,5.453867496,5.380964435,5.242267483,5.107437405,5.023920762,4.987454099,4.977354303,4.988288553,5.019350607,5.047284066,5.082392775,5.12335872,5.160439258,5.209527711,5.239501184,5.268149433,5.315642305,5.345061499,5.36435554,5.409801969
8/22/2006,5.452498753,5.378606836,5.242881763,5.095620701,4.99540289,4.955281405,4.950192881,4.96783401,5.000604526,5.031773018,5.066573304,5.107998269,5.160936503,5.18450199,5.214315157,5.254067168,5.284302766,5.31694112,5.334518789,5.387649856
8/23/2006,5.437416781,5.368301888,5.242962672,5.105839286,5.013670398,4.97512206,4.970846374,4.984699217,5.017850477,5.056474687,5.087347716,5.118400765,5.178356754,5.217573656,5.244945962,5.27973293,5.320604167,5.358743316,5.390153145,5.508797402
8/25/2006,5.427142595,5.336528751,5.19867165,5.073348106,4.990436591,4.964331665,4.970432493,4.985458542,5.016824829,5.044977194,5.075513646,5.107148895,5.143219051,5.1961185,5.225101784,5.243218777,5.301089593,5.344919432,5.357984358,5.42758311
8/29/2006,5.424717263,5.334549337,5.198386015,5.069525719,4.988766184,4.957119188,4.96020185,4.976709047,5.008025092,5.03872845,5.076221633,5.108476078,5.170546019,5.232593595,5.278135641,5.310818986,5.334715598,5.354260765,5.368780113,5.401557165
8/30/2006,5.400276925,5.286460191,5.145964379,5.018679769,4.937569155,4.910814113,4.915157242,4.935420314,4.970267603,5.016245781,5.048827464,5.089843582,5.143732163,5.177351855,5.198001065,5.235432926,5.280636869,5.307811896,5.326202447,5.368244972
8/31/2006,5.366153006,5.25005239,5.105219256,4.980821833,4.90299481,4.871511238,4.878231604,4.904514168,4.94185293,4.981829946,5.021721882,5.059515349,5.108424491,5.14221519,5.166808591,5.2037127,5.242881917,5.265172113,5.278534895,5.316669614
9/1/2006,5.368609604,5.232414838,5.078737667,4.954840643,4.876713192,4.850953591,4.854025346,4.886757386,4.928263004,4.966384734,5.011226916,5.046938032,5.093308508,5.129617885,5.164689047,5.201168056,5.240763403,5.265868903,5.279744854,5.335371911
9/5/2006,5.377036594,5.252208996,5.115285031,4.999246212,4.929618112,4.897647362,4.900049882,4.926317314,4.963410739,5.008806248,5.041728807,5.076144575,5.125984767,5.161453288,5.190402465,5.217547003,5.263584239,5.295495578,5.311054561,5.370327325
9/6/2006,5.389115676,5.270731351,5.129569237,5.013455904,4.939704091,4.910864761,4.919502887,4.947167843,4.980540674,5.019669702,5.055605472,5.091991608,5.141446064,5.17669486,5.207603115,5.249071418,5.297391611,5.321183097,5.340406192,5.424561883
9/7/2006,5.38791846,5.273015152,5.137992868,5.0181685,4.944358498,4.91158289,4.920000493,4.943368227,4.976431138,5.010173925,5.053872705,5.089332715,5.136554034,5.171893577,5.203841496,5.238171552,5.278096229,5.30468343,5.323070215,5.372354759
9/8/2006,5.381544042,5.270941889,5.136680998,5.017067179,4.943553701,4.912451896,4.911404128,4.937788844,4.967968476,5.001037675,5.039231941,5.083450636,5.120059013,5.129287173,5.169405652,5.209686193,5.24862999,5.271796557,5.286749922,5.34897079
9/11/2006,5.39702158,5.300273956,5.171647437,5.058734074,4.979075297,4.937689116,4.937430858,4.955446738,4.983636385,5.016905077,5.057358063,5.086266021,5.137083994,5.177279736,5.210630811,5.244751282,5.282719917,5.293815674,5.315934763,5.444339624
9/12/2006,5.392460128,5.28455007,5.155068112,5.042656671,4.963584035,4.91864448,4.909372076,4.920051414,4.958304322,4.983965902,5.026305445,5.057136976,5.104885666,5.133034401,5.17512724,5.200149419,5.261995205,5.298555453,5.310585954,5.40269825
9/13/2006,5.382698308,5.263825492,5.129293341,5.011661372,4.937259678,4.89362404,4.883977987,4.89971565,4.938777643,4.964725901,5.004815292,5.055088289,5.09745009,5.132261989,5.199263631,5.206912972,5.228329348,5.298368345,5.325793584,5.199433851
9/14/2006,5.398906486,5.31522322,5.188221091,5.066209848,4.986989304,4.943226225,4.934016517,4.950220565,4.988455482,5.02349746,5.063442062,5.09257543,5.143255678,5.183554161,5.178967716,5.241454627,5.254352339,5.294996994,5.349681354,5.252012753
9/15/2006,5.402193006,5.337528746,5.225562123,5.11468814,5.032339285,4.979207508,4.960211077,4.970819471,5.009001022,5.040268108,5.070351515,5.096550674,5.155658778,5.176922338,5.209929822,5.248275291,5.271964792,5.278392189,5.296786887,5.376466854
9/18/2006,5.342651289,5.249838176,5.135880514,5.049418171,5.001759692,4.995040257,4.997844838,5.035791207,5.06202885,5.094739472,5.134439765,5.173192435,5.221802405,5.261671145,5.273581347,5.333488431,5.36264732,5.383331842,5.410993035,5.413322637
9/19/2006,5.382210842,5.273893234,5.150740395,5.026036957,4.939392434,4.891662298,4.889305357,4.901949992,4.945580997,4.972041311,5.004927749,5.04362515,5.089444902,5.11514128,5.156728468,5.197645401,5.237939607,5.265568842,5.286062852,5.299166406
9/20/2006,5.380671055,5.297338164,5.174643919,5.03545985,4.939036384,4.886606646,4.884135565,4.901947805,4.94618192,4.972093127,5.006066089,5.034743582,5.084183675,5.107043693,5.135290412,5.161913233,5.224660222,5.252946146,5.269894358,5.294062033
9/21/2006,5.33,5.176793205,5.01359622,4.86424208,4.767742999,4.73528384,4.743893417,4.76692843,4.816215289,4.846749591,4.889922088,4.933699428,4.989451676,5.01562245,5.062218056,5.109070344,5.18934163,5.213547235,5.235085446,5.236651518
9/22/2006,5.313316649,5.15,4.981792638,4.837668402,4.746979613,4.715187443,4.724328054,4.738062479,4.781578766,4.816923898,4.85611695,4.89474475,4.945581988,4.96655081,5.011759028,5.063402791,5.099670324,5.130513674,5.148451655,5.151267482
9/25/2006,5.281868191,5.10424005,4.93637085,4.788639751,4.7,4.670043306,4.679716644,4.694108414,4.733176061,4.768197294,4.802550062,4.841724828,4.882127201,4.907478191,4.9368173,4.965348616,5.010110014,5.032501774,5.055965062,5.074750411
9/26/2006,5.307709123,5.157818561,4.994689934,4.852346492,4.764366894,4.735,4.739892157,4.754404245,4.788990963,4.813618508,4.85298191,4.886880117,4.941891915,4.962905537,4.997463658,5.011809421,5.059875305,5.078893128,5.09609904,5.127065402
9/27/2006,5.310631933,5.145090939,4.973024728,4.84137632,4.758753089,4.729950409,4.74,4.759683182,4.794278329,4.823841039,4.86343484,4.893148458,4.936570983,4.982795403,5.002044142,5.047439252,5.052384932,5.108135029,5.134622187,5.142622964
9/28/2006,5.317002943,5.148843174,4.986304102,4.844523549,4.753117337,4.730000258,4.74016287,4.76,4.799547714,4.839023816,4.883813605,4.913331296,4.962279267,5.002641694,5.037436666,5.067615395,5.092581142,5.120771972,5.164928285,5.188054192
9/29/2006,5.321925072,5.167694767,5.009609036,4.868304154,4.782748898,4.765198526,4.780353061,4.800384353,4.845,4.874668177,4.909254693,4.943546972,4.993089848,5.023635007,5.052565867,5.084388623,5.082588952,5.143971817,5.173864745,5.197411766
10/2/2006,5.304400462,5.118711802,4.938709649,4.805397412,4.731722258,4.720635839,4.741441546,4.771632431,4.811207023,4.845898754,4.890445122,4.93,4.979749984,4.979809646,5.018044251,5.073316494,5.09828712,5.142119074,5.173293577,5.195368968
10/3/2006,5.307032042,5.121842218,4.941388112,4.80433704,4.736589577,4.725681455,4.746754039,4.777022401,4.816663983,4.851192386,4.890942133,4.935524322,4.98,5.009654918,5.044281172,5.073908861,5.108704417,5.133339242,5.172222174,5.203486685
10/4/2006,5.285094026,5.049698648,4.841865552,4.692951024,4.631961396,4.625920542,4.647068621,4.683323817,4.737500773,4.771512504,4.811393806,4.850804909,4.895727415,4.96,4.969577287,5.043487414,5.074830187,5.083610461,5.136834076,5.160789974
10/5/2006,5.310475173,5.11092262,4.921739207,4.781947679,4.715632488,4.706654211,4.737738989,4.767991955,4.812742415,4.846809913,4.881605171,4.921535902,4.965721718,4.990336733,5.03,5.064618537,5.099314708,5.124298332,5.148529545,5.199524042
10/6/2006,5.335511157,5.186543341,5.032365562,4.902924488,4.856675191,4.845705372,4.867785601,4.897991962,4.932462324,4.962098393,4.997010712,5.031401362,5.060995892,5.095937012,5.140440256,5.175,5.214585638,5.244497229,5.264297722,5.294424408
10/9/2006,5.189772564,5.037292545,4.918468418,4.865613192,4.868012299,4.893119846,4.920733675,4.969646674,4.992117151,5.01839244,5.058771,5.097632671,5.126840545,5.150996801,5.171473769,5.211004571,5.230499209,5.260320405,5.285,5.320385122
10/12/2006,5.36729038,5.275215,5.146401015,5.024145568,4.965635833,4.972495373,4.988255269,5.014856326,5.043018048,5.063959124,5.098542393,5.123231924,5.15193319,5.173478025,5.216817472,5.232585881,5.287040332,5.300707593,5.331152138,5.350408025
10/13/2006,5.373649532,5.291473999,5.171452475,5.053546986,4.994581765,4.99728015,5.013482297,5.040572203,5.074543446,5.098390879,5.123364763,5.154976519,5.192548942,5.207293887,5.237038435,5.263680945,5.317123674,5.325539626,5.351556477,5.383975841
10/16/2006,5.372652493,5.274475233,5.146340374,5.031093609,4.971982249,4.966759386,4.984560901,5.011083061,5.039231697,5.05913627,5.083410235,5.111786872,5.153028754,5.170187941,5.218522261,5.233008837,5.273351,5.297469581,5.332774029,5.354972563
10/17/2006,5.375838432,5.276153032,5.13691839,5.013205481,4.95165122,4.945977614,4.959319004,4.986601554,5.014259612,5.035045221,5.064484901,5.090567727,5.123651703,5.144286238,5.178580655,5.204582527,5.249172869,5.278024799,5.306701828,5.295
10/18/2006,5.368233785,5.266375003,5.129348056,5.002658687,4.947010682,4.940902661,4.95448859,4.98233612,5.008046374,5.026998688,5.064090428,5.080230522,5.120925099,5.142270216,5.172904264,5.229320485,5.242650039,5.272114667,5.281508458,5.336180358
10/19/2006,5.378748408,5.287003039,5.153946244,5.033299127,4.982083422,4.976021592,4.98912777,5.010700378,5.034864777,5.053909652,5.074608562,5.108205368,5.142737774,5.154876683,5.194560649,5.220830772,5.263252288,5.271526706,5.298818384,5.33053043
10/20/2006,5.380130299,5.297378573,5.169610444,5.050367434,4.990301394,4.987922152,5.003296372,5.021697094,5.04970398,5.06362619,5.084542944,5.111884544,5.144508364,5.164588007,5.194346682,5.227518841,5.273752757,5.281316714,5.30329248,5.325425481
10/23/2006,5.40281821,5.333839626,5.208567431,5.089438937,5.040839969,5.03758579,5.055620691,5.075937615,5.093570593,5.111709635,5.14114153,5.167871516,5.200234815,5.220620289,5.249758694,5.277401593,5.313428574,5.322975207,5.355746891,5.380463496
10/24/2006,5.405811382,5.331522279,5.209823873,5.089441628,5.029109064,5.027208222,5.038571219,5.057019154,5.079599703,5.095723371,5.12096648,5.148345634,5.180586945,5.200399797,5.232039857,5.26762952,5.29899406,5.312727571,5.333952797,5.356531251
10/25/2006,5.38706219,5.300631599,5.161771609,5.033236521,4.969661677,4.955641553,4.969138304,4.987241761,5.009609773,5.026619339,5.048937313,5.087451448,5.145274806,5.160650685,5.208165561,5.211179537,5.246714389,5.251691685,5.315113195,5.289266627
10/26/2006,5.359888926,5.244741445,5.093117998,4.957152501,4.882665753,4.871191986,4.884009839,4.903280773,4.932943742,4.957851727,4.988929327,5.025983249,5.062234847,5.086944149,5.115645945,5.142902522,5.182397668,5.210225341,5.233862778,5.245277706
10/27/2006,5.334604477,5.204847573,5.038875324,4.887857261,4.809943188,4.798516716,4.821925349,4.843580865,4.874163825,4.905225985,4.938959293,4.979079925,5.022343089,5.041673172,5.070561537,5.10029999,5.14840626,5.167432969,5.177262793,5.198527991
10/30/2006,5.326676923,5.206458616,5.050285729,4.894970619,4.812498291,4.804451477,4.827368376,4.849948457,4.87858544,4.905724512,4.940657629,4.97876024,5.020278282,5.048492792,5.077238121,5.112113886,5.151041522,5.164412202,5.191803346,5.211109062
10/31/2006,5.298800075,5.148045927,4.970829032,4.805536314,4.721922523,4.714236207,4.739650834,4.764597503,4.798826486,4.836938299,4.873881046,4.91927743,4.9536351,4.977676926,5.010909524,5.050671993,5.082134446,5.10648647,5.129690372,5.133449677
11/1/2006,5.263741751,5.078097779,4.897939581,4.749768963,4.67352858,4.671768224,4.700210999,4.725321158,4.757139016,4.793476531,4.822519469,4.855504518,4.901079313,4.931952436,4.989793145,5.027475117,5.021162864,5.06053201,5.114233857,5.071029557
11/2/2006,5.280584275,5.103832305,4.927976163,4.786061342,4.713400032,4.712476476,4.738246803,4.76174594,4.798835688,4.831164649,4.860765453,4.901206695,4.938398261,4.957820014,4.990840886,5.024896276,5.051150229,5.071348359,5.096419581,5.111013098
11/3/2006,5.360885301,5.252777605,5.104931201,4.974160867,4.912097583,4.90775394,4.918465765,4.93362799,4.959496992,4.986294689,5.01356129,5.042953538,5.070449056,5.090971987,5.120207697,5.141309157,5.175944143,5.1936419,5.236567831,5.245943307
11/6/2006,5.352725917,5.246269978,5.098466974,4.962141423,4.888181494,4.878548113,4.896678729,4.915050458,4.939173526,4.971787536,5.00311728,5.03031935,5.07423906,5.095863216,5.111659258,5.143128309,5.169575673,5.193353107,5.242028441,5.209751964
11/7/2006,5.327097819,5.204009291,5.046617808,4.903061958,4.825579392,4.811024541,4.826423461,4.845421629,4.8694864,4.901909263,4.934981801,4.967302363,5.005499256,5.021095046,5.032894263,5.073635109,5.119093211,5.111373516,5.142644668,5.174937532
11/8/2006,5.325679149,5.18971353,5.019077941,4.868095743,4.792603554,4.779519317,4.790566395,4.81251698,4.842784843,4.875817065,4.904183374,4.939411743,4.969956129,4.988711318,5.023234052,5.049542544,5.091899032,5.110080607,5.1259572,5.153501431
11/9/2006,5.322265988,5.179730805,5.00711897,4.854914057,4.774123759,4.759401947,4.770163263,4.795710975,4.825954219,4.857703212,4.890111553,4.925186716,4.967500126,4.991169671,5.020105511,5.058266675,5.089559479,5.095296457,5.12744942,5.154110537
11/10/2006,5.315425697,5.161405556,4.985478123,4.828460809,4.743131739,4.727155776,4.735254226,4.758768284,4.786300148,4.815409694,4.847825795,4.882311657,4.916517308,4.941784095,4.97054448,5.007970976,5.043337563,5.055535274,5.079564586,5.10692357
11/13/2006,5.329496368,5.196991305,5.022965769,4.861383303,4.773142642,4.759884661,4.769086526,4.787184153,4.809067185,4.836936546,4.865624559,4.901943705,4.931073414,4.947009257,4.973360027,5.029976068,5.081507892,5.079718521,5.114088974,5.118597636
11/14/2006,5.315486498,5.163278125,4.973159889,4.81206861,4.72897788,4.711376427,4.72210608,4.739797047,4.761832757,4.789829322,4.818466484,4.854338114,4.887531146,4.913043467,4.941748139,4.965092625,4.992495332,5.020707589,5.044833225,5.076362425
11/15/2006,5.347075807,5.22206156,5.051641799,4.896574002,4.813343039,4.795261925,4.793601402,4.803684181,4.827515694,4.85488351,4.884490556,4.91614836,4.936451601,4.960413256,4.990848597,5.023413375,5.051244858,5.063122296,5.091311055,5.096436487
11/16/2006,5.339915522,5.23524992,5.086921471,4.951317606,4.86859238,4.841101947,4.83876684,4.846987473,4.86378438,4.89366451,4.919674536,4.948401568,4.969611653,4.991531406,5.01453178,5.037028026,5.068098753,5.087539221,5.124185174,5.120296383
11/17/2006,5.303214138,5.164235906,4.991373256,4.846047389,4.762077232,4.740885325,4.750250819,4.763354646,4.776194057,4.803207979,4.832292453,4.865966224,4.893860821,4.911263005,4.934880549,4.971945197,5.001805655,5.014127365,5.055604017,5.107781711
11/20/2006,5.30517789,5.159868033,4.988671133,4.847212698,4.768722647,4.748933231,4.752137319,4.762902623,4.780219994,4.806879729,4.833070382,4.864393368,4.891139497,4.913607811,4.931802502,4.97397028,5.020633177,5.024502434,5.031093808,5.082127786
11/21/2006,5.29359535,5.15152027,4.981935604,4.841850435,4.757151259,4.730455791,4.728921463,4.737561687,4.756066582,4.779317919,4.802723422,4.835485403,4.858455419,4.879585399,4.909546674,4.946453682,4.974115302,4.989770413,5.021787483,5.059590591
11/22/2006,5.290573175,5.137016217,4.965158315,4.82193168,4.739224185,4.716531777,4.710403099,4.718089732,4.73265539,4.75766933,4.780579775,4.810530219,4.832818501,4.859903617,4.898232768,4.938832373,4.97372564,4.982452108,4.99137121,5.032200542
11/24/2006,5.278977995,5.119925144,4.942684738,4.798923276,4.718892056,4.692461096,4.688389952,4.698282716,4.716654787,4.740298192,4.763074425,4.799362087,4.826488272,4.853649131,4.867257757,4.905584708,4.934799659,4.95111988,4.996387323,4.978452224
11/27/2006,5.260979788,5.098758564,4.921993972,4.780680324,4.698689175,4.671749242,4.66874847,4.678028549,4.701669256,4.721600728,4.751928292,4.780509324,4.810109067,4.845422293,4.863790778,4.924752609,4.945444895,4.943370677,4.973334656,4.913327197
11/28/2006,5.242967285,5.065723626,4.876523503,4.736974243,4.663257352,4.629618402,4.623142629,4.632955481,4.660115083,4.682984671,4.708032195,4.739965253,4.762545048,4.784333959,4.813108273,4.861360445,4.890637005,4.906914306,4.937020376,4.955352932
11/29/2006,5.259728784,5.083458937,4.898504963,4.758520791,4.674318349,4.642613249,4.638421943,4.648933947,4.670543401,4.701171781,4.720861945,4.759353346,4.787345969,4.796428629,4.827776449,4.867772969,4.892549943,4.910973982,4.932654827,4.95671984
11/30/2006,5.230055795,5.02607973,4.828279303,4.683212353,4.598281279,4.568238915,4.559074372,4.573053697,4.592270316,4.624224178,4.647648089,4.679364615,4.71983771,4.741290132,4.774183033,4.808375391,4.841666868,4.866886809,4.895020767,4.986586997
